"","id","bone_length","rotting_flesh","hair_length","has_soul","color","type"
"79",175,0.631327203284584,0.411749248544665,0.707608891217057,0.769455386932203,"clear","0"
"80",176,0.501305752172094,0.536995381580971,0.631199148450518,0.591106456542513,"clear","0"
"81",177,0.518559889079194,0.80851369252322,0.323920617574626,0.574505471053303,"white","1"
"82",180,0.486970169245438,0.511616615256168,0.365142044215338,0.171539182115941,"white","1"
"83",185,0.516813802097165,0.463707575384406,0.321866650975929,0.00940161587866194,"green","1"
"84",186,0.485801814781045,0.571907852921001,0.656527639218524,0.465084500998666,"black","0"
"85",189,0.37519669483791,0.742953257340251,0.320764366706898,0.243439506865632,"blue","1"
"86",192,0.34408685581217,0.24466193969231,0.529963477538312,0.377121422586196,"clear","0"
"87",193,0.514716605028793,0.446317802784173,0.622488926862652,0.782699035236913,"white","0"
"88",194,0.464590985514681,0.715400806822986,0.623505782795633,0.296506283070505,"black","0"
"89",195,0.521779901441308,0.2776273196631,0.70121444132538,0.567563324551055,"clear","0"
"90",197,0.600897867184238,0.411729584430756,0.717727297823534,0.53164055863869,"white","0"
"91",199,0.197070660228683,0.455686332672358,0.451489572119237,0.417515674227821,"clear","1"
"92",204,0.350838081677592,0.454636954496815,0.783000891298478,0.674478604339217,"clear","0"
"93",205,0.378811034511508,0.347287498974996,0.664434277417074,0.504178837494413,"clear","0"
"94",206,0.440696347455509,0.408872197001067,0.541966047925496,0.569011163528888,"white","0"
"95",208,0.619468010810049,0.465613726265564,0.367913923388396,0.535857741218654,"black","0"
"96",215,0.580302520417546,0.179727083168268,0.515926683649025,0.623419056459469,"clear","0"
"97",216,0.341538879193948,0.689139481396165,0.313947967204992,0.0554640228494261,"black","1"
"98",218,0.365436707289639,0.513115391111333,0.468037449805406,0.546090073907654,"green","0"
"99",219,0.4315007990246,0.349554897239567,0.468936452832266,0.19441331044345,"white","0"
"100",222,0.313506213646312,0.616803007433984,0.396481921179977,0.447946144916557,"blue","1"
"101",224,0.471764496625206,0.801465001773708,0.230619061532971,0.285066555397432,"black","1"
"102",226,0.207873848249229,0.545293678296837,0.357987382264476,0.484054634372439,"clear","1"
"103",227,0.318316195910614,0.661752000706866,0.47646865712531,0.233135577736628,"green","1"
"104",229,0.305942894621354,0.287522815220834,0.336710712017936,0.318032718296573,"white","0"
"105",230,0.252512821690625,0.479092832807019,0.658847086285541,0.330915224116206,"white","0"
"106",233,0.519827400096796,0.568441021949712,0.434171230854405,0.351850954211192,"clear","1"
"107",237,0.450759319619685,0.542648674872433,0.795206599602992,0.739428522498545,"white","0"
"108",247,0.452740804890495,0.384132609761099,0.305593558513936,0.371807475551331,"blue","0"
"109",258,0.440854689448784,0.432710399784364,0.643988869932421,0.322235570986822,"white","0"
"110",261,0.49673397738509,0.532486485040115,0.709708349623294,0.649007264877226,"clear","0"
"111",262,0.298797115466452,0.553370274519637,0.306682343035017,0.36085346681747,"white","1"
"112",263,0.476730023036149,0.242419541697154,0.294214304482754,0.317795312941982,"black","0"
"113",264,0.532590108424695,0.375697548491249,0.553827479570762,0.6794031601977,"clear","0"
"114",265,0.317938293152663,0.652679852191937,0.390056746333754,0.29363166479644,"green","1"
"115",266,0.489132393426023,0.481303983644696,0.482691351955403,0.460080681564291,"white","0"
"116",268,0.480941183188303,0.742554747375239,0.32906119541444,0.429933024005276,"white","1"
"117",272,0.365032200646103,0.524358156186876,0.328400136427494,0.325906187421919,"white","1"
"118",282,0.453869189500953,0.2597010316628,0.581400351812301,0.567842897611784,"blood","0"
"119",283,0.295575435134791,0.433779488781935,0.462628583893255,0.0364572223789816,"clear","1"
"120",285,0.587570659847358,0.448059787891299,0.706311766057396,0.583415335471317,"clear","0"
"121",286,0.273458010877735,0.463238559703707,0.453515457355792,0.336390321968199,"white","0"
"122",287,0.339500814124519,0.336980741854226,0.492441010056374,0.345592010696837,"white","0"
"123",291,0.572493966460313,0.516334936408501,0.463062609210906,0.291004329546511,"white","1"
"124",293,0.505375253879959,0.327578066116767,0.650430525489499,0.528015336360393,"green","0"
"125",294,0.47205914558854,0.493985850838624,0.55669143550218,0.563720163134143,"clear","0"
"126",296,0.373305087106536,0.769033404249451,0.540549143837801,0.495465570851785,"white","1"
"127",299,0.411353231876366,0.492621249721525,0.437745322382653,0.276163122650066,"green","1"
"128",300,0.387729992620958,0.659534500146473,0.356107848183899,0.550967847785649,"green","0"
"129",301,0.444009259562678,0.416513187840329,0.718761672743789,0.508056548245299,"clear","0"
"130",302,0.35131530227746,0.466133527316704,0.75659427100265,0.609222607123528,"black","0"
"131",305,0.434997749452096,0.412612608303173,0.753331260621733,0.612576993548375,"green","0"
"132",306,0.609160660124914,0.717767019513271,0.658847646609787,0.466371665220606,"white","0"
"133",307,0.66718162095925,0.414139798850186,0.518710331780011,0.456213303258399,"clear","0"
"134",313,0.617832409832674,0.280868339092728,0.527575926359048,0.697268130706129,"clear","0"
"135",315,0.358311328000045,0.621727725906476,0.559499438532735,0.761620676437502,"blue","0"
"136",321,0.584176667331637,0.445350201929733,0.71432347325715,0.650263830879671,"clear","0"
"137",323,0.324769338094815,0.277109934786652,0.800645507338002,0.35968168458703,"clear","0"
"138",324,0.297147848268564,0.531544217494227,0.31200160374415,0.382699555004871,"clear","0"
"139",325,0.351561748805671,0.457489918131541,0.547977054134213,0.368370012490473,"white","0"
"140",327,0.416151753285624,0.418086786674862,0.802077295889095,0.454921936778618,"clear","0"
"141",329,0.379547939481265,0.336620415913508,0.513244088449273,0.371014590947446,"white","0"
"142",333,0.38423523413929,0.393451137612606,0.35374602257571,0.490884331518388,"white","0"
"143",336,0.598166118095854,0.593741227835388,0.357188406292672,0.260160479677137,"green","1"
"144",338,0.369273934758988,0.744829588088999,0.653938587794334,0.67596111154192,"white","0"
"145",339,0.534987669460839,0.477419118749979,0.719350630135597,0.44744371634454,"clear","0"
"146",340,0.303390508967185,0.476217080779464,0.597166809659954,0.292292888616969,"clear","1"
"147",342,0.326294771633135,0.514599086183368,0.381655095305048,0.420199005042207,"white","1"
"148",343,0.424492769834517,0.273025586846547,0.393656933588685,0.363907334270061,"clear","0"
"149",346,0.528986840734271,0.496138866847078,0.716996937510704,0.332592214669907,"white","0"
"150",351,0.527762187056468,0.685869626893065,0.584434885452836,0.557136135204974,"clear","0"
"151",355,0.421216578971181,0.549165000188886,0.474128435783814,0.425993307347884,"clear","1"
"152",358,0.332905368489124,0.494895483156641,0.474788142451383,0.514943661621767,"blood","1"
"153",359,0.29181552912435,0.498400440932576,0.587628012145171,0.23796628009425,"clear","1"
"154",362,0.669419090147546,0.672587922802271,0.88308762324,0.524492410792037,"clear","0"
"155",366,0.321529533481063,0.45682280385607,0.320145279503971,0.415155333972578,"white","1"
"156",367,0.559825074545736,0.649087667643161,0.759295382870926,0.6569434116684,"white","0"
"157",368,0.329668208763034,0.33199874443215,0.396428674082439,0.507142310737253,"clear","0"
"158",369,0.406879646795071,0.46449025942385,0.538145857229039,0.600827087909952,"white","0"
"159",375,0.250522836758047,0.650506323189865,0.384925273996503,0.385881661458657,"blood","1"
"160",385,0.192908572003429,0.50409018360907,0.383678820242579,0.307533751985511,"clear","1"
"161",387,0.306695276031629,0.543904875711036,0.253028974304606,0.385886526396036,"green","1"
"162",389,0.389927680051361,0.402729285586075,0.474254675734824,0.419319496999229,"white","0"
"163",390,0.252733202361468,0.458745502413772,0.596835285001013,0.68308948766362,"clear","0"
"164",393,0.630470590040767,0.581028676634895,0.647251422828793,0.505213426680122,"clear","0"
"165",394,0.476768596926305,0.438414106389393,0.586393552057904,0.583393749403542,"clear","0"
"166",397,0.430797000128745,0.444787216681147,0.630183658011218,0.611012509975638,"white","0"
"167",399,0.817001432720799,0.400807958671512,0.437046724780659,0.648230173246933,"green","0"
"168",401,0.497316940587611,0.471580049724587,0.391770333838607,0.367688719673188,"black","0"
"169",404,0.403994556160905,0.682687412876255,0.372529062910916,0.499520431057737,"clear","1"
"170",409,0.22479754414282,0.606908116591905,0.446721296121142,0.412232574908162,"white","1"
"171",410,0.446040975855114,0.236141938905937,0.620912449924024,0.612720425460397,"clear","0"
"172",412,0.481141251665706,0.696810441096866,0.162611340441953,0.453465023597272,"blood","1"
"173",416,0.59499395429852,0.527429944762785,0.403630311074041,0.28679364962252,"white","0"
"174",419,0.327031355299676,0.608480804765302,0.310468623932965,0.356698971658925,"green","1"
"175",421,0.0610318174675915,0.578566970827637,0.415439619568913,0.497097890105147,"black","1"
"176",422,0.14507076368102,0.395060130930398,0.333883527840349,0.286773417572454,"clear","1"
"177",427,0.540806326662184,0.323365183976751,0.69060531885766,0.698480465345588,"white","0"
"178",428,0.100944551550931,0.695564504633369,0.235668806847075,0.0644682675100268,"white","1"
"179",429,0.45321350307858,0.475223452183637,0.558776400235177,0.23052293116576,"black","0"
"180",434,0.489627705425657,0.552183344874835,0.679624152033924,0.627030244865714,"black","0"
"181",435,0.340442109787937,0.531701289784102,0.428497733548711,0.263063274708555,"white","1"
"182",447,0.306043528404527,0.531350036062993,0.266590003390818,0.307630003056821,"white","1"
"183",448,0.510704176242063,0.602932067890738,0.539945305716583,0.766310798218645,"green","0"
"184",450,0.507290310886057,0.708173712433675,0.259166856505506,0.209129358775853,"white","1"
"185",454,0.571501984385782,0.315791870739388,0.765131104827964,0.575138929878069,"clear","0"
"186",458,0.498438330250451,0.653783418865064,0.378706556211816,0.708980790809788,"white","0"
"187",462,0.208884951007868,0.399537469172775,0.421703562983313,0.216800294909902,"black","1"
"188",464,0.271734981373895,0.595191375859022,0.176882191605726,0.287289795404342,"clear","1"
"189",465,0.452126252723139,0.636625525383579,0.162714724249451,0.0999041666877589,"white","1"
"190",466,0.565521337920201,0.422096649509632,0.598681844667116,0.64240596763124,"clear","0"
"191",467,0.3087546910595,0.705034119532982,0.643467626210521,0.583749966942021,"clear","0"
"192",470,0.47120115455526,0.568542332070538,0.515442066863545,0.38879116411105,"black","0"
"193",472,0.681615025802372,0.529227465372872,0.625242409253234,0.615308220813404,"white","0"
"194",476,0.248854451192141,0.554871759549873,0.506319610394718,0.0894021549771662,"green","1"
"195",481,0.465423324901994,0.0956866470016313,0.40679052213814,0.364341065798817,"black","0"
"196",482,0.367419375531377,0.5752290600318,0.474941758361671,0.44840179504528,"white","0"
"197",487,0.730848125900856,0.536455780182929,0.408065586146574,0.787512789414912,"clear","0"
"198",492,0.525484899817774,0.667703334928143,0.38071658334556,0.455844542873174,"white","0"
"199",494,0.399838963281965,0.723970982186633,0.360579795431311,0.363912482919624,"white","1"
"200",495,0.415141919349613,0.620148623355317,0.313792894450189,0.418052614408738,"white","1"
"201",497,0.566423902161908,0.431109593665027,0.684599013168304,0.575277204012294,"white","0"
"202",501,0.296604521582498,0.352156866821918,0.90181023619074,0.541123474054494,"green","0"
"203",502,0.42172073418984,0.320302952149193,0.427802093939081,0.53369571848441,"white","0"
"204",506,0.517631728967859,0.347566179990779,0.427275226920654,0.625824115693785,"white","0"
"205",507,0.272523204417244,0.389352435742487,0.164073819406359,0.594088337458059,"white","1"
"206",509,0.328344326622283,0.679934378140166,0.353276682972478,0.179437541754318,"green","1"
"207",510,0.357145362992381,0.489931419712909,0.698189984147476,0.753687080953103,"clear","0"
"208",511,0.622123991051177,0.585600010767443,0.595529457734263,0.556500159127615,"black","0"
"209",514,0.396297855215085,0.460407019251291,0.515815395861687,0.476212366092885,"white","0"
"210",515,0.227947796834575,0.501056352063739,0.47111951573171,0.698964674530999,"white","0"
"211",518,0.439063286019049,0.490514860328703,0.654721409523916,0.405319356737735,"green","0"
"212",520,0.523832930184412,0.280965104304521,0.475646820922854,0.664575850832531,"white","0"
"213",523,0.40361871361416,0.559010883540328,0.589783896486139,0.429465965492086,"green","0"
"214",528,0.408238496854725,0.740913672936105,0.348937130186813,0.348661462878935,"white","1"
"215",534,0.469019920918432,0.621063104987045,0.641630555346056,0.598485464455622,"white","0"
"216",536,0.322303941310501,0.551658626195479,0.849211355279087,0.517090969391661,"white","0"
"217",540,0.505597006585418,0.451094372525746,0.683993598134633,0.792071758418939,"white","0"
"218",542,0.310462032293472,0.567680755701804,0.194400109160664,0.26456226761822,"white","1"
"219",545,0.390144902272633,0.554114317630144,0.551969910691485,0.31707729463702,"black","1"
"220",547,0.489446322959167,0.415484974895776,0.825952917971847,0.503475489639358,"white","0"
"221",549,0.168908500393873,0.648866470119319,0.303927408524465,0.25543993488181,"clear","1"
"222",552,0.285022093631774,0.492315345895691,0.720678260895585,0.689884807797621,"clear","0"
"223",553,0.250293155028689,0.408878183063338,0.456618237584415,0.466024154070631,"white","0"
"224",556,0.431185025858597,0.221793443545452,0.491535267504464,0.299511062351654,"green","0"
"225",557,0.339569098440343,0.44148995826125,0.448989193397961,0.756766360665574,"clear","0"
"226",558,0.518230839410441,0.494491015107616,0.545443252980134,0.600392741289897,"black","0"
"227",559,0.515984556829106,0.491496693673681,0.9014667584894,0.448063549643202,"white","0"
"228",561,0.524137923646108,0.578162579907504,0.62178714706617,0.68932619678908,"blue","0"
"229",564,0.475316359799399,0.529209760113837,0.30735753286882,0.230360817116194,"clear","1"
"230",565,0.627734366392008,0.652066563715668,0.655643827388898,0.459123318257415,"green","0"
"231",570,0.614899403878335,0.779152574942218,0.428717471777378,0.792409760715315,"white","0"
"232",574,0.275021137662658,0.689974926193199,0.586512780137774,0.402748550734182,"clear","0"
"233",575,0.524410382754166,0.400343415403412,0.749885949104632,0.762675952024329,"white","0"
"234",579,0.334552095640925,0.500769296558434,0.682656316985119,0.627085848298583,"clear","0"
"235",580,0.284451041302524,0.220268468282992,0.357405449274983,0.316072667523221,"white","0"
"236",581,0.336573415626431,0.243091960205088,0.253458862674325,0.545023421309658,"white","0"
"237",582,0.451085102867181,0.464507869786093,0.505818623111822,0.509009626386413,"black","0"
"238",583,0.523788644994728,0.657316734610654,0.818979235776439,0.624503892956637,"white","0"
"239",584,0.654488264795507,0.439392397644444,0.6211210491244,0.740198654708979,"green","0"
"240",585,0.304518592596716,0.301328905848567,0.545880286953534,0.313644521728874,"clear","0"
"241",586,0.499609645606079,0.436474778784614,0.591752016923535,0.659621830780024,"clear","0"
"242",589,0.482716183768335,0.561481465906131,0.531422881401943,0.56065878380943,"clear","0"
"243",590,0.367798958829808,0.637446287652812,0.41635373705787,0.41592985614676,"clear","1"
"244",593,0.323612623781796,0.431312367913023,0.205096732307795,0.257616745586669,"clear","1"
"245",594,0.391035982624837,0.5060606049781,0.252295561076908,0.347764897178982,"black","1"
"246",598,0.364816545613197,0.811582538830446,0.332545676426889,0.161254939842023,"white","1"
"247",600,0.184180974274132,0.631606867431242,0.453162606304693,0.431741682033267,"white","1"
"248",601,0.269748418287314,0.627138374440553,0.195365181138281,0.367901682802343,"blue","1"
"249",604,0.200752565093372,0.277944719011312,0.568534255778636,0.556149201619786,"clear","0"
"250",607,0.755297508536273,0.47593215500306,0.965568532709348,0.63593459717572,"white","0"
"251",608,0.587142135915082,0.420426309495717,0.561271078840507,0.627067543523131,"white","0"
"252",609,0.160464693864071,0.696645964681708,0.408945031008708,0.21714665889308,"white","1"
"253",610,0.430801386654867,0.533613911041066,0.52856040375684,0.368148044394845,"white","0"
"254",614,0.427217544842111,0.545423304879182,0.6396500067877,0.604800971112426,"clear","0"
"255",616,0.251932063401181,0.649030781978706,0.164320578064573,0.300658588525232,"white","1"
"256",617,0.404423790573961,0.464504241931648,0.504417153980203,0.409003167288787,"clear","1"
"257",621,0.588413364980418,0.656242443668295,0.835500631549969,0.636101230182823,"clear","0"
"258",625,0.395575694074483,0.798590207275305,0.330821888926552,0.204003855076247,"white","1"
"259",627,0.586226584838109,0.464284318520108,0.599773855579786,0.85675681676717,"blue","0"
"260",630,0.47632004161357,0.286226084600616,0.488843365467749,0.411460641622494,"clear","0"
"261",631,0.385218947270804,0.712219552016298,0.391880434255483,0.417344313262275,"white","1"
"262",632,0.502229029456592,0.504398928842993,0.263548964661225,0.121686692610616,"white","1"
"263",637,0.20999665083892,0.497112319529998,0.642450591391045,0.327212061330789,"blue","0"
"264",641,0.62237146838981,0.385204012519458,0.308994719987491,0.295509467028527,"white","1"
"265",647,0.514430343062315,0.308410980057571,0.533296409696334,0.450842698766919,"white","0"
"266",651,0.38105751288641,0.704168229083991,0.514749046709786,0.436536954316756,"white","0"
"267",653,0.503780104921642,0.9294395870026,0.366460659996496,0.401566509650068,"blue","1"
"268",654,0.374148426111467,0.344589804955915,0.636339730947356,0.248143262183225,"clear","1"
"269",661,0.491709701562399,0.46362939036782,0.559444392460796,0.435188285880349,"clear","0"
"270",662,0.403727215982586,0.364366452179456,0.60900401788785,0.487301150879393,"white","0"
"271",663,0.423953236847586,0.614568851070072,0.584209778754942,0.655329852114604,"clear","0"
"272",664,0.184171847905388,0.715130923586964,0.134600362595647,0.227068406861726,"blood","1"
"273",667,0.390669429069777,0.841120299805572,0.195072082128112,0.307667900881588,"clear","1"
"274",669,0.515397179036443,0.561785765753445,0.528818427514689,0.37350165713015,"white","0"
"275",674,0.613364526946671,0.489437893638353,0.580807995035686,0.59984603035508,"white","0"
"276",676,0.355087018360115,0.444024487321016,0.535344482391558,0.246346722340889,"clear","0"
"277",677,0.246414757779382,0.409595896483842,0.538642479209937,0.0848288394774421,"green","1"
"278",678,0.184382677424188,0.47893680613019,0.374396334192822,0.52172960047015,"green","1"
"279",679,0.41657719942837,0.458522527148892,0.768333052282381,0.654006422800089,"clear","0"
"280",680,0.529984564540003,0.259701986505776,0.713236370428095,0.599667787553344,"white","0"
"281",682,0.476466077729143,0.534581196400803,0.342815920723563,0.526784785628353,"clear","0"
"282",684,0.590383689504781,0.514357511555222,0.714815192065909,0.613114122512988,"white","0"
"283",685,0.406833538200784,0.455310286883065,0.287007520394319,0.641680544285869,"white","0"
"284",686,0.332134279197418,0.577321044602713,0.445859618411987,0.409525500194235,"clear","1"
"285",688,0.761355411294741,0.331479950981485,0.861060092523015,0.735896895339438,"green","0"
"286",690,0.405703061928111,0.623272926127548,0.298568523921478,0.161126998606495,"white","1"
"287",693,0.468840718892886,0.517417621780213,0.620955711531145,0.62484826028436,"clear","0"
"288",695,0.479818440076381,0.569761796241688,0.721362393119239,0.491937919146722,"blood","0"
"289",696,0.462489579030046,0.574843966612194,0.598097474194462,0.467446786146712,"black","0"
"290",698,0.493394754827891,0.501551767875182,0.660366861706103,0.605896960260879,"clear","0"
"291",699,0.417252754756912,0.624973249985877,0.32875207894111,0.279667531461178,"blood","1"
"292",700,0.232300678107884,0.425966947067856,0.577818674171586,0.733815877405728,"white","0"
"293",701,0.476891623852987,0.47859235446769,0.403630334640204,0.544586652208558,"blue","0"
"294",705,0.167798487916845,0.812292909623428,0.507360591002363,0.414696818571293,"clear","1"
"295",708,0.358239859240372,0.370774580966418,0.667383705043943,0.740579064263797,"blood","0"
"296",709,0.630585412272854,0.539712232484287,0.305579715026143,0.777519696958273,"blue","0"
"297",714,0.440998158586294,0.234051325288574,0.57691167928042,0.509368007818419,"white","0"
"298",715,0.50052330837114,0.390165755043039,0.457502837948198,0.346474294084263,"clear","1"
"299",716,0.371422125604839,0.508111190483182,0.591120010498217,0.578714045581121,"white","0"
"300",719,0.354046689329568,0.540751999739077,0.571209600693808,0.243775304318101,"clear","1"
"301",721,0.173606950698406,0.589612866803474,0.36343854587465,0.614157748279874,"white","1"
"302",722,0.577809111220461,0.500339458577735,0.756629120747743,0.854948971266,"white","0"
"303",727,0.194654933696276,0.456840093042095,0.414883609809688,0.288053253292786,"white","1"
"304",728,0.687079846468075,0.536090338360976,0.751613524714005,0.72595994199992,"blue","0"
"305",729,0.757137738095665,0.556602001757079,0.7607364502095,0.570260447562577,"black","0"
"306",731,0.540087633861001,0.481532082645163,0.717479576030989,0.694783960112138,"white","0"
"307",732,0.534000661993925,0.595991807427671,0.850140467340883,0.794247294317996,"green","0"
"308",733,0.521236891790302,0.608728197979895,0.946612014442891,0.676992586402129,"white","0"
"309",734,0.528535614040682,0.589139766321234,0.65121662365694,0.412175666298929,"white","0"
"310",736,0.337804318574941,0.378092549771805,0.694287038730347,0.543536267314956,"clear","0"
"311",737,0.387011273540142,0.527047469179891,0.765751618301433,0.610297674355384,"white","0"
"312",739,0.444005602311103,0.424188993953626,0.549613206172792,0.44751719348037,"green","0"
"313",741,0.600556901763535,0.454213192967561,0.556331089047415,0.693148748992356,"clear","0"
"314",743,0.322510326279014,0.434101391705147,0.595879994661903,0.609615842284029,"white","0"
"315",745,0.417300105893307,0.377594881951049,0.541833864734414,0.349087299318374,"clear","0"
"316",746,0.483905087656165,0.569917093367927,0.6347676415211,0.506432504070084,"clear","0"
"317",747,0.42193354110951,0.250401094563373,0.851171467021103,0.580752562235999,"clear","0"
"318",750,0.55466242682781,0.20867584728205,0.653854520105204,0.408937466058771,"white","0"
"319",751,0.41777614326609,0.352430107699366,0.604264405325948,0.409190259300208,"white","0"
"320",753,0.4223219616419,0.673089184204004,0.829372495360191,0.577836162437327,"white","0"
"321",754,0.34258460045178,0.261752453992259,0.582864695208085,0.510331321143665,"clear","0"
