"","ChemicalX","ZombieCount"
"15678",0.3,4
"15679",0.6,16
"15680",0.9,36
"15681",0,1
"15682",1.4,176
"15683",0.1,6
"15684",0.8,30
"15685",1,56
"15686",0.3,7
"15687",1.9,794
"15688",1.1,79
"15689",1.7,445
"15690",0.5,10
"15691",2.2,2036
"15692",1.6,322
"15693",1.1,90
"15694",1.4,190
"15695",2.4,3692
"15696",1.7,442
"15697",2.3,2548
"15698",0.7,27
"15699",1.9,817
"15700",2.2,1961
"15701",1.1,91
"15702",1.5,244
"15703",1.5,266
"15704",0.3,7
"15705",0.3,13
"15706",1.3,140
"15707",1.7,434
"15708",1.7,453
"15709",0.5,14
"15710",2,1074
"15711",2.1,1483
"15712",2.4,3578
"15713",0.7,18
"15714",0.6,21
"15715",0.7,30
"15716",1.1,66
"15717",0.5,11
"15718",1.6,357
"15719",0,5
"15720",0.2,8
"15721",2.5,4875
"15722",2.1,1462
"15723",1.8,629
"15724",0.6,14
"15725",2.3,2624
"15726",1.7,426
"15727",2.5,5004
"15728",2.4,3594
"15729",0.5,9
"15730",1.9,751
"15731",2.5,4878
"15732",1.2,121
"15733",0.8,27
"15734",1.3,130
"15735",1.3,121
"15736",2.1,1383
"15737",0.9,36
"15738",0.3,3
"15739",1.7,477
"15740",2.5,4969
"15741",0.2,7
"15742",0.8,27
"15743",1.2,98
"15744",0,8
"15745",1.6,323
"15746",2.1,1469
"15747",1.7,437
"15748",2.4,3683
"15749",1.3,135
"15750",0.8,34
"15751",2.4,3700
"15752",0.6,16
"15753",2.5,4976
"15754",2.5,4970
"15755",2.1,1423
"15756",1.1,77
"15757",2.3,2729
"15758",1.8,618
"15759",1.9,809
"15760",0.1,3
"15761",1.6,350
"15762",1.9,826
"15763",1.8,598
"15764",0.8,35
"15765",2.4,3645
"15766",0,2
"15767",0.7,23
"15768",0,1
"15769",2,1069
"15770",1.2,105
"15771",0.5,14
"15772",1,40
"15773",1.9,850
"15774",0.2,8
"15775",0.5,12
"15776",0.6,16
"15777",1.9,770
"15778",1.8,576
"15779",1.2,101
"15780",0.9,37
"15781",0.2,4
"15782",2.4,3730
"15783",0.9,38
"15784",1.4,193
"15785",1.5,247
"15786",0.9,49
"15787",1.8,619
"15788",0.5,4
"15789",1,51
"15790",2.5,4876
"15791",1.9,816
"15792",1.4,196
"15793",0.7,25
"15794",0.2,5
"15795",0,5
"15796",1.6,323
"15797",2,1182
"15798",1.2,90
"15799",2.5,4983
"15800",0.6,12
"15801",0.9,36
"15802",0.9,43
"15803",0.7,17
"15804",0.2,8
"15805",1.4,173
"15806",2.3,2719
"15807",0.6,22
"15808",1.4,185
"15809",2.3,2663
"15810",2.4,3676
"15811",2.5,4993
"15812",0.3,8
"15813",1.5,255
"15814",2.5,5060
"15815",1.5,264
"15816",0.5,22
"15817",2.1,1467
"15818",1.1,69
"15819",0.9,31
"15820",1.9,791
"15821",1.9,773
"15822",2.5,4906
"15823",0.8,31
"15824",1.2,102
"15825",1.1,73
"15826",2.1,1509
"15827",0,3
"15828",1,52
"15829",1.7,449
"15830",1.1,65
"15831",0.7,21
"15832",1.6,309
"15833",2,1089
"15834",0.4,8
"15835",1.8,619
"15836",1.7,458
"15837",0.2,4
"15838",0.6,15
"15839",1.7,452
"15840",0.8,29
"15841",0.9,31
"15842",1.8,621
"15843",0.8,32
"15844",0.5,17
"15845",1.3,138
"15846",0.4,7
"15847",2.3,2651
"15848",2.3,2661
"15849",0.2,1
"15850",2.5,4944
"15851",0,7
"15852",2.1,1517
"15853",0.3,4
"15854",0.2,4
"15855",0.7,28
"15856",0.3,6
"15857",0.6,9
"15858",1,61
"15859",2,1093
"15860",1.2,114
"15861",0.7,22
"15862",0.4,4
"15863",1,60
"15864",0.7,30
"15865",2.1,1527
"15866",0.1,4
"15867",0.7,20
"15868",1.2,106
"15869",0.5,16
"15870",2,1045
"15871",0.6,14
"15872",0.9,41
"15873",0.9,29
"15874",2,1097
"15875",0.5,9
"15876",0.1,3
"15877",0.7,27
"15878",1.3,145
"15879",0.8,30
"15880",1.8,622
"15881",1.1,80
"15882",0.5,14
"15883",2.5,4930
"15884",2,1089
"15885",0.8,29
"15886",0.2,5
"15887",0.8,33
"15888",1.9,797
"15889",1.7,463
"15890",2.3,2705
"15891",2.3,2656
"15892",0.9,51
"15893",0.3,12
"15894",1.7,432
"15895",0.9,36
"15896",2.2,1985
"15897",0.9,38
"15898",1,41
"15899",1.3,137
"15900",2.1,1432
"15901",1.2,101
"15902",1.7,487
"15903",0.5,17
"15904",1.3,110
"15905",0.8,29
"15906",0.3,4
"15907",1.7,441
"15908",2.2,2018
"15909",0.9,45
"15910",0.4,12
"15911",0.3,6
"15912",0.1,0
"15913",1.4,183
"15914",1.7,469
"15915",1.1,74
"15916",1.7,451
"15917",0.1,3
"15918",1.9,812
"15919",2.2,1971
"15920",2.2,2070
"15921",0.6,17
"15922",2,1057
"15923",2.3,2679
"15924",2.1,1534
"15925",0.1,5
"15926",2.2,2050
"15927",2.5,4889
"15928",2,1101
"15929",0.5,14
"15930",1,57
"15931",1.9,779
"15932",2.5,4924
"15933",1.5,250
"15934",1.1,72
"15935",1.5,251
"15936",1.1,78
"15937",0.1,3
"15938",0.2,0
"15939",1.8,610
"15940",1,41
"15941",1.6,328
"15942",2,1103
"15943",1.1,82
"15944",1.8,602
"15945",1.8,586
"15946",1.8,623
"15947",0.2,8
"15948",0.4,8
"15949",1.1,71
"15950",0.1,1
"15951",1.3,131
"15952",0,4
"15953",2.1,1466
"15954",1.4,201
"15955",0.6,15
"15956",1.6,305
"15957",2.2,2038
"15958",2.1,1499
"15959",0.6,12
"15960",0.8,30
"15961",2.4,3748
"15962",0.8,22
"15963",2.4,3685
"15964",0.1,4
"15965",1.1,79
"15966",0.7,21
"15967",1.9,826
"15968",1.2,94
"15969",0.3,6
"15970",1.4,192
"15971",0.5,8
"15972",0.6,19
"15973",0.4,13
"15974",0.3,7
"15975",0.4,7
"15976",0,4
"15977",1.7,436
"15978",2.1,1481
"15979",0,2
"15980",1.2,89
"15981",1.6,355
"15982",0.2,5
"15983",2.3,2659
"15984",2.4,3622
"15985",2.3,2668
"15986",2.2,2033
"15987",0.5,17
"15988",1.1,62
"15989",1.6,350
"15990",1,63
"15991",1.3,131
"15992",0.3,1
"15993",0.5,6
"15994",0.3,9
"15995",1.2,82
"15996",0.7,21
"15997",1,64
"15998",1.4,175
"15999",0,1
"16000",1.2,84
"16001",2.5,4937
"16002",1.7,442
"16003",1,56
"16004",0.2,6
"16005",2.1,1487
"16006",2.2,1960
"16007",0.3,8
"16008",1.5,229
"16009",1.6,323
"16010",1.1,68
"16011",1.3,146
"16012",1.1,77
"16013",0.5,11
"16014",2.1,1472
"16015",2.5,4948
"16016",0,4
"16017",0.2,2
"16018",0.6,12
"16019",1.9,853
"16020",0.7,32
"16021",1.1,82
"16022",2.2,2007
"16023",0.2,5
"16024",0.3,6
"16025",0.8,35
"16026",1.3,136
"16027",1.3,128
"16028",0.1,6
"16029",2.4,3593
"16030",1.5,241
"16031",2.1,1520
"16032",1.2,75
"16033",0.7,19
"16034",0.2,4
"16035",1.9,809
"16036",1.9,834
"16037",0,3
"16038",2.1,1466
"16039",2.1,1422
"16040",0.2,4
"16041",0.1,5
"16042",1.8,602
"16043",0.1,2
"16044",1.3,126
"16045",1.9,758
"16046",1.6,348
"16047",2.2,1975
"16048",1.3,114
"16049",1.2,94
"16050",2.2,2012
"16051",0.3,3
"16052",0.9,51
"16053",2.5,4887
"16054",0.4,14
"16055",0.1,2
"16056",1.4,165
"16057",1.9,836
"16058",2.1,1504
"16059",0,4
"16060",0,4
"16061",0,5
"16062",2.1,1432
"16063",0.2,7
"16064",1.4,172
"16065",1,53
"16066",2.1,1432
"16067",0,4
"16068",0.3,9
"16069",0.5,7
"16070",0.2,4
"16071",2.1,1535
"16072",1.4,191
"16073",0.3,6
"16074",2,1036
"16075",2,1128
"16076",1.8,566
"16077",1.6,332
"16078",2.1,1455
"16079",1.7,431
"16080",0.3,5
"16081",1,59
"16082",1.5,258
"16083",0.6,13
"16084",1.4,168
"16085",2.3,2731
"16086",2.1,1498
"16087",2.5,4950
"16088",0.2,6
"16089",2.3,2671
"16090",2,1117
"16091",1.9,780
"16092",2.4,3611
"16093",2.3,2642
"16094",2.5,4837
"16095",1.2,114
"16096",1.6,324
"16097",2,1070
"16098",2.5,4901
"16099",0.1,6
"16100",1.3,121
"16101",1.8,616
"16102",2.4,3691
"16103",0.2,5
"16104",1.9,783
"16105",1.5,246
"16106",2.4,3603
"16107",1.9,830
"16108",1.3,142
"16109",1.2,109
"16110",1.4,202
"16111",1.9,791
"16112",2.2,2024
"16113",2.3,2654
"16114",1.8,577
"16115",0,4
"16116",0.9,33
"16117",2.5,4996
"16118",0,5
"16119",0.7,15
"16120",2.5,4955
"16121",1.2,87
"16122",0.6,15
"16123",2.3,2724
"16124",0.4,10
"16125",1.2,98
"16126",0.4,6
"16127",2.1,1520
"16128",0.1,5
"16129",1.9,730
"16130",2.1,1500
"16131",2.1,1505
"16132",2.4,3562
"16133",2.1,1513
"16134",1.9,804
"16135",0.2,7
"16136",1,51
"16137",1.9,763
"16138",0.4,5
"16139",0.9,50
"16140",0.7,16
"16141",1.4,181
"16142",1.4,192
"16143",2.5,5068
"16144",2.1,1495
"16145",0,4
"16146",1.5,217
"16147",1.2,98
"16148",1,55
"16149",0.6,21
"16150",1.4,177
"16151",2.5,5022
"16152",1.4,184
"16153",2.5,4803
"16154",0.4,7
"16155",0.1,4
"16156",1.4,180
"16157",2.5,4875
"16158",0.6,22
"16159",2.5,4882
"16160",1.6,336
"16161",0.1,4
"16162",1.1,63
"16163",1.9,837
"16164",1.8,592
"16165",1,44
"16166",2.3,2700
"16167",1.5,264
"16168",1.2,123
"16169",2,1118
"16170",0.7,21
"16171",1.2,94
"16172",1.4,196
"16173",2,1130
"16174",0.1,5
"16175",1.6,318
"16176",2,1074
"16177",1.3,124
"16178",1.6,309
"16179",1.4,182
"16180",2.5,5024
"16181",2.5,4900
"16182",1.7,395
"16183",1.9,807
"16184",0.8,33
"16185",1.7,443
"16186",2.3,2703
"16187",2.4,3653
"16188",0.1,3
"16189",0.9,41
"16190",0.6,20
"16191",1.6,354
"16192",0.3,1
"16193",1.1,59
"16194",2,1111
"16195",0.7,24
"16196",1.3,145
"16197",0.8,36
"16198",2.5,4867
"16199",1.8,573
"16200",2,1107
"16201",0.1,3
"16202",1.6,334
"16203",1.5,222
"16204",2.4,3587
"16205",1.1,66
"16206",1.4,184
"16207",1.4,173
"16208",0.1,4
"16209",0,2
"16210",2.4,3654
"16211",2.3,2718
"16212",0.9,42
"16213",2,1125
"16214",1.4,178
"16215",2.2,2034
"16216",1.1,74
"16217",0.2,3
"16218",2.3,2731
"16219",0.5,15
"16220",0.7,21
"16221",1.4,179
"16222",1.8,617
"16223",0,2
"16224",0.6,15
"16225",0.6,13
"16226",2.3,2709
"16227",2.2,1942
"16228",0.2,6
"16229",1.1,71
"16230",1,50
"16231",1.3,126
"16232",2.5,4845
"16233",0.4,13
"16234",0.4,5
"16235",1,48
"16236",1.9,847
"16237",2.4,3683
"16238",1.7,479
"16239",1.3,143
"16240",0.7,21
"16241",1,72
"16242",1.3,112
"16243",0.4,7
"16244",1.7,479
"16245",1.7,471
"16246",0.1,0
"16247",2.4,3663
"16248",1.4,187
"16249",2.4,3640
"16250",1.2,94
"16251",1.3,139
"16252",0.9,32
"16253",1.8,619
"16254",1,59
"16255",1.9,834
"16256",1.8,596
"16257",2.1,1474
"16258",1.3,143
"16259",0.6,17
"16260",1.2,96
"16261",0.1,6
"16262",1.1,59
"16263",1.3,136
"16264",0,3
"16265",0.1,2
"16266",1,53
"16267",0.3,6
"16268",0.1,1
"16269",1.2,105
"16270",0.8,24
"16271",2.5,4826
"16272",2,1053
"16273",2.3,2664
"16274",0.3,8
"16275",0.3,5
"16276",1.5,231
"16277",0.6,21
"16278",1.8,592
"16279",1.5,252
"16280",0.9,36
"16281",1,63
"16282",1.3,127
"16283",0.6,19
"16284",0.7,21
"16285",0.2,5
"16286",1.8,670
"16287",0.6,15
"16288",1.5,233
"16289",1.9,821
"16290",0.9,42
"16291",2,1136
"16292",0.7,15
"16293",2.5,4997
"16294",2,1058
"16295",1.2,96
"16296",0.3,8
"16297",1,62
"16298",1.3,134
"16299",0.6,21
"16300",0.7,28
"16301",2,1067
"16302",1.3,136
"16303",2,1118
"16304",0.3,6
"16305",1.2,99
"16306",2,1129
"16307",1.4,162
"16308",2,1120
"16309",0.8,39
"16310",1,62
"16311",1.4,168
"16312",1.1,79
"16313",2,1163
"16314",1.4,182
"16315",1.7,453
"16316",0.2,6
"16317",0.7,23
"16318",2.2,2034
"16319",0.4,5
"16320",0.4,10
"16321",1,56
"16322",0.8,27
"16323",1.3,138
"16324",1.3,139
"16325",0.5,8
"16326",2.1,1512
"16327",2.1,1484
"16328",2,1155
"16329",0.8,22
"16330",0.1,3
"16331",0,1
"16332",2.1,1448
"16333",1.9,803
"16334",2.4,3603
"16335",1.5,239
"16336",0.9,47
"16337",0.7,19
"16338",0.5,8
"16339",1.8,583
"16340",2.1,1499
"16341",0.1,6
"16342",1.6,282
"16343",1.6,337
"16344",1.4,168
"16345",1.1,78
"16346",0.5,12
"16347",1.2,111
"16348",2.1,1544
"16349",2.5,4821
"16350",1.5,237
"16351",0.8,36
"16352",2.4,3580
"16353",1.4,177
"16354",0.6,22
"16355",0.5,16
"16356",1.1,65
"16357",1.2,98
"16358",0.3,6
"16359",1.4,177
"16360",0.7,21
"16361",1.1,80
"16362",1.7,489
"16363",2.1,1509
"16364",2.4,3699
"16365",1,53
"16366",2.4,3597
"16367",1.5,254
"16368",2.3,2601
"16369",0.9,39
"16370",0.6,22
"16371",0.2,4
"16372",2.3,2674
"16373",1.1,74
"16374",2.2,2061
"16375",0.6,16
"16376",1.8,622
"16377",0.5,11
"16378",1.9,830
"16379",2.3,2732
"16380",2.3,2620
"16381",2,1101
"16382",2.4,3644
"16383",1.3,123
"16384",0.4,10
"16385",2.5,5026
"16386",2.3,2698
"16387",0.9,44
"16388",0.4,11
"16389",2.4,3664
"16390",1.6,367
"16391",1.1,77
"16392",0.5,10
