"","y","x1","x2","x3"
"95",5.78219827030748e+24,6,10.2473612741481,12
"96",9.68421628874241e+34,4,9.86302160940736,9
"97",4088419751187141,3,9.28565923673174,11
"98",2.27939521797769e+63,2,11.0654139328615,8
"99",17.298314654916,3,7.97968072913845,10
"100",1.93952647644523e+35,5,10.5060202292249,11
"101",459615022705310,7,9.38779554389227,11
"102",3.78265633808148e+47,5,10.0262636577264,7
"103",236328056001269632,4,9.74689687291521,12
"104",9.89902008581336e+28,8,9.02121993897843,7
"105",6.80769200259497e+59,7,11.5816789291619,10
"106",2.91348327961584e+44,2,9.73095816095179,7
"107",1.69610578313245e+24,3,9.49448200639223,10
"108",1.23507247883172e+81,6,12.0772621522469,8
"109",3.6278270509811e+41,8,10.6699255544088,10
"110",1.05235810945802e+37,2,10.2040845230084,10
"111",3.84524546489214e+27,2,9.96284685598908,11
"112",3.26051985490624e+33,5,10.1160069868542,10
"113",3.81488806981148e+20,7,9.74398822825356,11
"114",1.25943365652548e+37,3,9.32540376020656,7
"115",9.34100480621233e+47,6,10.9420270790686,10
"116",1.01205031452791e+37,2,10.4930364225119,11
"117",6.17160995818388e+49,5,10.4438170534973,8
"118",1.88532049904944e+30,5,9.93004659158983,10
"119",1.36536717348645e+60,6,11.3019141954731,9
"120",9812855823269928,3,8.6406732879911,9
"121",7.55115980353196e+33,6,11.5543716669629,15
"122",5.95298889338953e+59,3,11.4485023892888,10
"123",4.60687274061226e+49,3,10.9282711079848,10
"124",0.000381143378768005,2,8.69274597203314,13
"125",2.3696850925019e+21,4,10.2766007032197,13
"126",177565174904723,3,9.20082493149421,11
"127",97166831142925.5,6,9.6230829396242,12
"128",1459247668357.65,3,9.39438508161106,12
"129",9.33966127921738e-15,2,7.57282951052855,12
"130",1.51374547166e+35,2,9.48696646139325,8
"131",7.89585302785972e-17,3,8.92811265351099,16
"132",8.60415155988453e+31,8,10.137366095518,10
"133",3879155344782251520,10,9.1050027212842,9
"134",1.58998327146061e+41,4,9.92143417827883,8
"135",4.01416084050666e+53,1,11.5958362839456,12
"136",2294.57658600762,2,8.79597361328918,12
"137",56.5680463176356,2,8.33772883563316,11
"138",1.87129710065162e+22,5,10.0693471454954,12
"139",8.23643474639064e+24,7,9.05181224412377,8
"140",45392292952291926016,7,9.0488085957702,9
"141",5.08373611439838e+40,7,10.8680598582872,11
"142",6.39254827576389e+53,7,10.1585467196046,6
"143",5.42796894671818e+43,7,11.2960772841672,12
"144",18848975163284364,1,8.9155828452023,10
"145",2.7768205991739e+38,5,10.3927748974378,10
"146",4.85408854878801e+31,4,9.97396508998277,10
"147",24297354397.1412,6,8.74395886623503,10
"148",9.55603253006032e-13,8,9.06431371987658,15
"149",1.56501468550526e+24,3,9.80331417020577,11
"150",2191740697819030016,5,10.1422686747392,13
"151",4.1696492879228e+40,3,9.54021057546478,7
"152",1.34714354780813e+32,5,10.617926102495,12
"153",1.1846183784433e+20,4,9.279577644998,10
"154",49105103978500055040,8,9.41648805696617,10
"155",2.37841632058996e+31,3,10.2163245038883,11
"156",5.42534823027362e+42,7,11.244991240393,12
"157",226895860506998880,7,9.23209801569614,10
"158",4.22696823729877e+48,5,11.2130631290256,11
"159",3072222082.5347,2,8.85566674345051,11
"160",2.03964401495039e+84,6,11.4701770496722,5
"161",72715705016696.3,3,8.49757549251923,9
"162",4.92860173111541e+45,3,10.1417795407916,8
"163",8518953371199476736,2,8.4436018725255,8
"164",1.68369711984116e+81,1,12.176419518368,9
"165",6.71341272423094e+30,6,10.2951848019894,11
"166",1.81985610314739e+30,3,10.4445275197967,12
"167",2.86775976170336e+72,3,11.818199055899,9
"168",4.80031676564612e+65,2,10.635711376142,6
"169",971560930533414,6,9.98774061289078,13
"170",9.18176299893943e+53,1,10.8109719535917,9
"171",2.67767777735797e+63,8,10.150069230713,4
"172",1.9505153965561e+59,1,10.8171302601528,8
"173",2.00426969074569e+28,5,10.4083539129447,12
"174",2.13790911117953e+33,6,10.1426115071357,10
"175",4.176149642947e+18,6,9.89636098164043,12
"176",4.07900173159818e+22,6,10.7019326369287,14
"177",7.36374405906281e+77,3,11.0407341392593,5
"178",2.60872519846405e+43,12,10.0491298297676,7
"179",9.62536566327957e+63,6,11.754302674533,10
"180",1.37574772643132e+29,2,10.0522128181108,11
"181",0.000110218370037111,2,7.93369248906565,11
"182",0.128717208383237,5,9.62937855045571,15
"183",2.44367950838088e+63,5,11.693082693569,10
"184",1.86227673982091e+53,4,11.1503096307128,10
"185",2.63826926419291e+26,2,9.89538618595228,11
"186",2.47464266560101e+38,5,9.48431150748002,7
"187",1.81071542243784e+76,4,11.5236753923335,7
"188",8.27025228279044e+25,5,9.67412250127112,10
"189",4.33639237572468e+37,7,11.2508375508977,13
"190",1.42113678380933e+58,6,10.6513236852744,7
"191",2.76877889131807e+32,6,10.0921040760922,10
"192",1008367091059250560,8,9.93616787184284,12
"193",1.16803967732572e+39,4,9.16395508175673,6
"194",6.05101609716084e+49,3,11.7287445143245,13
"195",389129593679.383,3,9.03291697821887,11
"196",9.57227736212959e+53,2,10.5663589063289,8
"197",1.37251863778904e+25,3,9.54937890123243,10
"198",234314436577205728,7,8.90211885885338,9
"199",374270733238123840,3,8.74539180986506,9
"200",3.00136952067285e+66,7,12.1566789220782,11
"201",3.01950535295511e+52,6,10.3402011069236,7
"202",4.39357273299146e+30,5,10.5370227180243,12
"203",2.80392898249877e+55,3,10.958403208413,9
"204",9.32922048141169e+70,1,11.4217798081399,8
"205",4.97300835234574e+39,12,9.83373895286116,7
"206",1.12442214114071e+60,7,10.7882430180038,7
"207",1.26380640359298,5,9.37374333236941,14
"208",3.57153274593672e+70,4,12.0094535961016,10
"209",2.67315668422595e+60,3,11.4812535385395,10
"210",1.17225766652855e+33,7,10.1647488800211,10
"211",9.95504396489179e+38,6,10.7423533941042,11
"212",7092807417530.62,6,9.23553199189737,11
"213",5.36445355104177e+58,5,11.4614512586786,10
"214",323769772886.919,2,8.64590361161427,10
"215",11434262.6461097,4,8.78214452457843,11
"216",9.71298293908436e+41,6,11.4385194026734,13
"217",1.78368563150191e+94,6,12.6890046998286,8
"218",5.66701687809652e+52,4,11.3901072798105,11
"219",4.82398991640505e+51,5,11.101924182587,10
"220",2.07038587282198e+20,7,9.72829473396486,11
"221",3.66943558182913e+56,7,11.1522375123894,9
"222",8.30395934162475e+52,0,10.7203348190684,9
"223",2.98077921376786e+38,4,10.0645521082967,9
"224",6.91340870343619e+34,6,9.93029093174031,9
"225",4.62122372107792e+45,9,11.1947976473325,11
"226",5948.84379998625,3,8.86540896293925,12
"227",2.22238550955624e+63,2,11.0648416624786,8
"228",6.31101761770397e+42,5,10.0511410008997,8
"229",3.22840844749024e+56,5,10.8077924314531,8
"230",2.94786263107003e+37,2,11.3418853991894,14
"231",9.02128535720194e+31,6,9.44933131781123,8
"232",2.92902619245116e+30,8,10.6337251892289,12
"233",5879026774506137600,8,9.6751724250156,11
"234",7.61698419728433e+57,4,10.8461451865948,8
"235",5.45715866189499e+33,2,10.0170413878429,10
"236",6.79411718171848e+29,7,9.67447737126511,9
"237",0.00172504343964459,3,9.11420586100585,14
"238",28015150963519.6,8,9.66860296489619,12
"239",11568947785338.4,9,9.98947810722962,13
"240",5.59413098200631e+47,5,11.4333550933214,12
"241",388.325970476721,6,9.24558935701251,13
"242",2.57821622558644e+36,3,10.4961936225036,11
"243",35338432614.2126,7,9.13203802421035,11
"244",2.22741709955182e+24,5,9.88844995170415,11
"245",5.15313634561556e+46,3,10.1994735110736,8
"246",1.50969275588172e-06,6,8.35453157272247,12
"247",1.13347724968682e+58,10,10.785991505503,7
"248",1.15222785406492e+34,5,9.84707038906751,9
"249",1.23203860482427e+22,5,8.43698827323987,7
"250",1587686181163838,3,8.93031505937198,10
"251",2.4561354036891e+33,6,8.88492817104798,6
"252",5.10738346031102e+49,6,9.88578162784292,6
"253",4.98915225565017e+42,5,9.10537862783403,5
"254",1.66426804398299e+32,3,9.34591109494843,8
"255",4.51986049084906e+46,7,11.1787162815378,11
"256",5.13974225816437e+52,7,10.9515165107298,9
"257",6.47093475752801e+28,4,10.1079103472867,11
"258",1.48896019833364e+63,10,11.5857873897613,9
"259",5.4054811454377e+47,11,10.8261007023866,9
"260",1.74248299932904e+26,6,9.0945732039763,8
"261",908523241489.56,9,9.61860401271209,12
"262",0.0400690164462191,1,8.78301907374325,13
"263",1.53377600572952e+64,1,10.518868252435,6
"264",2.30402979240026e+46,5,10.5416690792114,9
"265",4.20773525892133e+39,4,10.1300973141049,9
"266",3030732140495593,7,9.75057897295772,12
"267",1.48911297068771e+54,5,10.9598762685232,9
"268",0.532633296612221,6,8.72840414708074,12
"269",1.33891219450303e+29,2,9.4357518297685,9
"270",4.85735900721569e+41,5,10.2831533025821,9
"271",4.51334744770217e+23,3,9.45955855854105,10
"272",1.01790733358973e+40,5,10.761532246986,11
"273",6.98180952337581e+49,4,10.1185467752025,7
"274",2.78396430785298e+45,2,10.0905947571654,8
"275",6.21334965053325e+49,6,11.3060463846442,11
"276",6.75118138228166e+46,7,10.3520198943707,8
"277",4.14571229030039e+28,5,9.20310972500367,8
"278",6.53849415045658e+20,1,8.16790697628879,7
"279",3.61414073391344e+57,4,11.1025268392692,9
"280",2.34648620367067e+22,7,8.54429022864301,7
"281",1.58975355390569e+33,5,9.79665471157065,9
"282",3.10155819084933e+34,6,10.7800695217892,12
"283",42027.0238432301,13,9.00405653345189,11
"284",1.38238413446213e+64,7,11.2736253173904,8
"285",1.21903182444662e+28,8,10.2144613064273,11
"286",1.09456580111733e+30,5,9.29160671105357,8
"287",1.24992152797711e+39,6,12.0628334026151,16
"288",5086463660639.81,5,9.18579348621769,11
"289",3.25931976065879e+24,7,9.97355404916141,11
"290",4.74133661605578e+34,8,10.8591945429729,12
"291",12078972510775797760,4,9.53776697675423,11
"292",2.11247257395761e-10,5,8.03809704368772,12
"293",8.89307222951595e+27,5,8.48101026067319,6
"294",683007651509432704,12,9.13961931530013,9
"295",3.35267708910768e+28,5,9.51793417085903,9
"296",2.03226155500341e+36,3,10.7727019031261,12
"297",5095778538298.82,4,8.8107727690398,10
"298",3.46596691593783e+46,8,10.3721238404596,8
"299",1.40325620322988e+32,4,9.05597919529568,7
"300",73957966335.4317,5,9.39485930565941,12
"301",8.79649731370096e+49,6,11.3137311079595,11
"302",1.06915318601682e+59,5,11.7349773627147,11
"303",2.07437037156939e+29,4,10.428437691454,12
"304",3346460975028394,3,8.95116416330782,10
"305",3.7902534854302e+70,4,11.5002910704282,8
"306",1.60854690470825e+38,6,10.1235755729281,9
"307",9.87777105484856e+25,4,9.63988885333807,10
"308",0.00566399477530059,5,8.89736967184597,13
"309",5.82107234960786e+22,7,8.91398778726867,8
"310",1.15668461268093e+25,6,9.01970579191216,8
"311",84702847306.856,6,9.11488933159402,11
"312",5.13311209477491e+86,2,11.9720096499896,7
"313",4.19324342552254e+64,4,11.7217515856919,10
"314",1.54802908330364e-10,4,9.03911311005439,15
"315",6.66032239188339e+63,4,11.1570387816211,8
"316",2.92846018757016e+21,5,9.4055505874061,10
"317",3.39306465567514e+47,7,10.6757489880558,9
"318",5.66765862041354e+31,5,9.39720474326129,8
"319",1.53056010861361e-05,4,8.33404788465674,12
"320",1.04897432429517e+63,8,11.2496816335258,8
"321",93269.2916948933,8,8.46886197188133,10
"322",9.06276847594128e+44,2,10.3565901419437,9
"323",9910473839.25745,5,9.34122202922078,12
"324",2.92488303739719e+70,6,12.3136958506017,11
"325",4.63868266444629e+26,4,9.98502986563508,11
"326",2.3183260042681e+26,1,9.22518449119573,9
"327",437813580788.983,1,9.28183869290148,12
"328",1.69490259340823e+53,6,10.0887222977156,6
"329",39393492411557830656,3,9.52943157563282,11
"330",118.555071878326,8,8.26968492731753,10
"331",8280627316210.23,2,8.38883006873674,9
"332",1874903485838.81,9,10.2410833972731,14
"333",1.3285776983956e+36,10,10.1532549539077,9
"334",2329299178022.97,3,9.40682168844232,12
"335",2.8198861288502e+36,6,9.40557706502052,7
"336",3.88532931869173e+37,7,10.4176018398603,10
"337",15939524.6538392,6,9.52849181166458,13
"338",52155458435641400,4,9.70806379353961,12
"339",3.16016336330924e+24,5,9.58938647556165,10
"340",5.80110300031353e+35,8,9.75572976067735,8
"341",3.08599018605118e+42,0,10.1448372702457,9
"342",34935.3833937057,9,9.16409448460167,12
"343",1.37873710390491e+39,5,10.9914054279887,12
"344",1.62979669960209e+21,9,9.54837007650375,10
"345",1.63733487718806e+39,5,10.1438131013897,9
"346",2.95880036244475e+24,1,10.0460645562102,12
"347",5.1768172693443e+20,2,9.2383952150941,10
"348",1480881387544851456,6,9.56135892842997,11
"349",8.64167614700961e+49,5,10.7350655824547,9
"350",3.49078980933459e+41,7,10.6338167378831,10
"351",1.25318054141432e+36,9,11.2387443271177,13
"352",1.00326739620233e+31,4,10.2318962062923,11
"353",5.55244467736193e+41,5,9.68556211910124,7
"354",5.05776465339266e+64,5,11.4997037042092,9
"355",5776971380492131,7,10.0695743692982,13
"356",2.61941250935513e+61,5,11.33403372,9
"357",8.11550004916664e+24,4,10.1822349720304,12
"358",4.10977198690026e+24,5,9.90392371187265,11
"359",50.6790848370045,5,9.14946756094622,13
"360",26926038374217.9,8,10.2694721116438,14
"361",2.62292094259109e-07,10,7.7410009982366,10
"362",3.67958651442446e+50,1,11.1788204886598,11
"363",1.00260247932578e+42,6,10.9020909234075,11
"364",3.18644429604531e+37,5,10.6267246622646,11
"365",2049221321500154112,8,10.2509509693422,13
"366",2.6707867518644e+52,4,10.552648907462,8
"367",7.57075919941388e+44,3,10.9507542535823,11
"368",202457204452179,5,9.2855142465052,11
"369",1.20098468021289e+55,8,11.8917055526495,12
"370",8.86782033426067e+48,2,11.3953173166713,12
"371",1.18322114350745e+36,9,10.113389734649,9
"372",8.14399250261527e+32,5,10.3749699641738,11
"373",7.82903202961286e+82,8,11.464506454806,5
"374",1430733483881182,7,8.75776694236242,9
"375",11863.536848591,5,9.29734437473061,13
"376",3.44722692084924e+61,7,10.8672733652331,7
"377",313320161890261056,8,9.90671494351439,12
"378",2.77004412179004e+42,0,11.2633795362286,13
"379",1.74978886145633e-30,5,7.31375219501723,14
"380",3596707295596.12,3,9.09425752611888,11
"381",5.73297717391332e+50,3,10.7092364252101,9
"382",2.59570156158371e+83,3,12.094800939864,8
"383",1.31100522795895e+67,6,11.1252864103163,7
"384",2.36919109275358e+43,5,10.3772276544498,9
"385",1.7651810749656e+62,5,11.1091972941973,8
"386",8.35623796151775e+57,6,10.6388523493343,7
"387",1.03761075551281e+26,4,9.64116520804337,10
"388",6.44062975218123e+26,2,8.26830813228397,6
"389",8.2284885542416e+75,8,11.8912044032894,8
"390",1.47750976847013e+25,6,9.66837590825401,10
"391",1.03137509481871e+41,4,10.2087433547948,9
"392",7.61931500447892e+64,4,11.734481931957,10
"393",7.25413094173958e+53,6,10.9776723630365,9
"394",1.24620363040796e+44,1,10.5601573360922,10
"395",1.25546139954065e+33,1,9.63620286271665,9
"396",45708685.7695474,6,9.55609226876781,13
"397",165083191036.376,2,9.6132646736654,13
"398",2.07774624518926e+62,3,11.8319812275022,11
"399",7.6386907281663e+42,3,10.8453169645609,11
"400",5.22655779403495e+34,1,10.3305770907925,11
"401",6.74797141034732e+44,4,10.4216837895719,9
"402",4210363127850433,2,9.56494446644965,12
"403",5.57545452520886e+35,4,10.2056075786305,10
"404",1259954647597107456,3,8.4314176566055,8
"405",1.98270722800991e+40,7,9.98218079673616,8
"406",3.95689745880403e+34,3,10.1035477286444,10
"407",6.76632817689881e+35,1,9.16521785959836,7
"408",8.15018524687951e+28,3,8.80540808993275,7
"409",5.31277464234725e+33,7,9.27780745378726,7
"410",1789202687915507,6,10.0030132082735,13
"411",6.14194922387635e+34,7,9.65927107282811,8
"412",9.3078983446715e+32,4,10.3419917399866,11
"413",2.1637796084756e+30,5,9.62677020867089,9
"414",3.29024174517031e+32,3,9.98432982269372,10
"415",5.4676970732983e+91,7,12.604247319453,8
"416",9.97512079301036e+38,4,10.6723551197955,11
"417",9.40059631688986e+31,8,10.1395490779434,10
"418",2.3622533186786e+24,6,8.97556845529622,8
"419",1.93814182171098e+38,3,9.71236230852161,8
"420",737533001.965003,10,9.14928470957168,11
"421",3.23543299058078e+72,6,11.1346371620315,6
"422",3.60982121532538e+21,6,9.76314358183758,11
"423",2.47637155348332e+22,4,9.42241122142898,10
"424",5.33829235158941e+64,4,10.3691935985664,5
"425",7423204.2883434,4,9.42921315292839,13
"426",9.32292050043988e+57,1,10.4637427873273,7
"427",3188309179.11338,1,8.10502179439784,9
"428",3.5302083993308e+28,7,10.2037674294761,11
"429",8.87772387427609e+35,4,9.9190227204719,9
"430",349292942.579009,3,8.49033042658247,10
"431",1.62961727662133e+20,6,9.98849455742734,12
"432",3361261405470607360,4,8.85039117767432,9
"433",1.38926925046655e+21,8,10.116399182582,12
"434",4.05108717581056e+52,6,10.3473042411842,7
"435",1.08602168885689e+36,5,10.5469328370958,11
"436",5.04340469977221e+37,6,9.48192305997208,7
"437",2.76826868659774e+55,5,11.2951405971014,10
"438",2.22730184320148e+55,3,10.9531495705983,9
"439",1.10427225943532e+20,4,9.90330471078063,12
"440",7.78754459577695e+48,5,10.3941476339909,8
"441",2.962753620106e+50,4,11.5372304684153,12
"442",1.16779087303121e+36,8,10.3693822662948,10
"443",3073124.38336338,7,8.87237863587025,11
"444",9.44547446869287e+33,4,9.80384730101917,9
"445",1687273436121422,7,9.73555058200576,12
"446",4.10292565291888e+34,6,9.60988016197178,8
"447",5.18346188976747e+20,6,10.0174142125454,12
"448",7.08027728072288e+25,6,9.70880889696913,10
"449",4.90361896690841e+62,6,11.165801566901,8
"450",1.50160238912314e+80,3,12.4320822921356,10
"451",1095105660219169,6,9.37095585431056,11
"452",215.18694322839,4,7.72565554350297,9
"453",2.91581723199454e+20,7,10.3349371549715,13
"454",1102161436497737856,4,9.78631199349361,12
"455",4.80903419367512e+27,10,9.96845759843166,10
"456",1.73008411827913e+30,5,9.30391645546196,8
"457",4.70154544342815e+25,9,10.968421002981,14
"458",4.6040699609622e+82,6,12.3963486219118,9
"459",1.24824300726885e+70,4,11.4761207182118,8
"460",3.26852047401934e+25,2,9.53281083293232,10
"461",40826.1257774639,7,9.41055464606488,13
"462",1507933864552912,5,9.01247792804891,10
"463",1074.85751616131,5,10.1607072438062,16
"464",1614294136574663424,8,8.30437925036813,7
"465",69607968052584.8,4,9.84565640676716,13
"466",22656485801919737856,1,9.43575587416563,11
"467",7.38859237968614e-16,7,8.1135249969588,13
"468",2837920936252.9,1,9.64816285194523,13
"469",3.54170271395747e+35,7,10.3042487804532,10
"470",1008895693002.22,2,8.6787060520376,10
"471",2.00514013656009e+24,4,8.54276758971352,7
"472",1.64277919383393e+53,4,11.1474974628084,10
"473",8.86058895155992e+62,7,11.2125351504717,8
"474",1.20350693366549e+42,1,10.1585878360436,9
"475",15940257088945795072,5,8.23757790481116,7
"476",1.53118800314274e+45,7,10.2601747814421,8
"477",1.38693237213581e+42,9,10.1620782394036,8
"478",2.4244046494425e-05,7,8.48152876915162,12
"479",2.50075694158236e+22,6,9.81258033109917,11
"480",2.72322683149882e+64,3,12.1833341796057,12
"481",3.57919250297169e+37,5,10.3433743444275,10
"482",1.60488940313606e+59,3,11.9336829045595,12
"483",3.77442192658447e+26,6,9.4391593814489,9
"484",6.63585506257244e+51,4,10.5196085305895,8
"485",5.4952980774147e+61,2,10.9809285468996,8
"486",2.32731222832449e+31,3,9.61053723613999,9
"487",5.6452883792356e+57,5,11.1462588248869,9
"488",5070906372928.4,5,9.18571011651616,11
"489",9.44564876889858e+21,7,10.4187293164907,13
"490",1.07489231905332e+49,6,10.4378850837933,8
"491",3.57704073385321e+80,4,11.9891897826219,8
"492",1.42250634751291e+46,2,10.9834269385051,11
"493",1.62439106651502e+66,4,11.0103530632506,7
"494",2.92625535622087e-13,2,8.06660143310995,13
"495",1.94854054841472e+49,7,10.4879395071757,8
"496",73440762990855,4,9.53749181523884,12
"497",4.13034706836733e+32,7,9.83872665580196,9
"498",1.21857319014839e+31,6,10.0144350449956,10
"499",4.00690082462898e-16,6,7.66637647761032,12
"500",141810.376635688,5,9.67890092077529,14
