"","x"
"688",6
"689",5
"690",3
"691",6
"692",8
"693",6
"694",4
"695",5
"696",8
"697",1
"698",5
"699",6
"700",7
"701",11
"702",7
"703",6
"704",5
"705",5
"706",4
"707",4
"708",8
"709",7
"710",7
"711",8
"712",4
"713",7
"714",5
"715",6
"716",8
"717",5
"718",3
"719",10
"720",5
"721",6
"722",4
"723",12
"724",4
"725",5
"726",4
"727",6
"728",5
"729",6
"730",6
"731",6
"732",8
"733",4
"734",6
"735",3
"736",4
"737",8
"738",7
"739",8
"740",9
"741",4
"742",4
"743",4
"744",9
"745",5
"746",6
"747",3
"748",9
"749",5
"750",6
"751",4
"752",6
"753",4
"754",6
"755",6
"756",5
"757",2
"758",5
"759",5
"760",4
"761",7
"762",13
"763",8
"764",9
"765",5
"766",5
"767",11
"768",2
"769",2
"770",6
"771",9
"772",6
"773",3
"774",8
"775",4
"776",5
"777",3
"778",8
"779",4
"780",9
"781",5
"782",4
"783",7
"784",6
"785",6
"786",6
"787",6
"788",3
"789",2
"790",2
"791",4
"792",2
"793",10
"794",6
"795",1
"796",5
"797",11
"798",7
"799",5
"800",7
"801",7
"802",4
"803",7
"804",6
"805",8
"806",7
"807",4
"808",6
"809",8
"810",7
"811",7
"812",4
"813",5
"814",7
"815",3
"816",9
"817",4
"818",7
"819",8
"820",1
"821",12
"822",3
"823",4
"824",9
"825",6
"826",8
"827",2
"828",2
"829",4
"830",4
"831",7
"832",6
"833",4
"834",7
"835",11
"836",4
"837",12
"838",7
"839",7
"840",6
"841",8
"842",6
"843",6
"844",8
"845",4
"846",7
"847",5
"848",7
"849",9
"850",7
"851",7
"852",7
"853",4
"854",4
"855",10
"856",9
"857",5
"858",7
"859",7
"860",7
"861",4
"862",4
"863",8
"864",7
"865",5
"866",13
"867",9
"868",6
"869",10
"870",2
"871",8
"872",10
"873",7
"874",6
"875",7
"876",2
"877",11
"878",3
"879",8
"880",6
"881",7
"882",9
"883",4
"884",6
"885",6
"886",5
"887",7
"888",5
"889",10
"890",3
"891",6
"892",4
"893",6
"894",7
"895",4
"896",5
"897",6
"898",3
"899",3
"900",9
"901",5
"902",3
"903",3
"904",8
"905",7
"906",7
"907",9
"908",9
"909",6
"910",5
"911",5
"912",5
"913",5
"914",6
"915",9
"916",8
"917",5
"918",7
"919",5
"920",7
"921",7
"922",5
"923",2
"924",4
"925",5
"926",4
"927",6
"928",6
"929",11
"930",3
"931",5
"932",4
"933",4
"934",3
"935",9
"936",3
"937",5
"938",6
"939",11
"940",4
"941",8
"942",8
"943",3
"944",7
"945",10
"946",4
"947",8
"948",10
"949",2
"950",3
"951",9
"952",5
"953",7
"954",6
"955",4
"956",12
"957",3
"958",6
"959",10
"960",8
"961",9
"962",4
"963",8
"964",8
"965",5
"966",5
"967",8
"968",7
"969",7
"970",11
"971",6
"972",10
"973",9
"974",11
"975",6
"976",3
"977",6
"978",7
"979",3
"980",4
"981",4
"982",5
"983",5
"984",5
"985",6
"986",7
"987",5
"988",3
"989",5
"990",3
"991",6
"992",9
"993",6
"994",6
"995",10
"996",5
"997",4
"998",4
"999",7
"1000",5
"1001",7
"1002",3
"1003",7
"1004",3
"1005",7
"1006",8
"1007",8
"1008",4
"1009",4
"1010",6
"1011",7
"1012",8
"1013",6
"1014",5
"1015",6
"1016",11
"1017",6
"1018",7
"1019",5
"1020",2
"1021",5
"1022",6
"1023",6
"1024",8
"1025",6
"1026",3
"1027",7
"1028",6
"1029",4
"1030",3
"1031",5
"1032",6
"1033",5
"1034",5
"1035",6
"1036",7
"1037",9
"1038",3
"1039",8
"1040",5
"1041",4
"1042",4
"1043",4
"1044",9
"1045",8
"1046",10
"1047",2
"1048",8
"1049",8
"1050",7
"1051",7
"1052",5
"1053",5
"1054",6
"1055",8
"1056",4
"1057",10
"1058",2
"1059",6
"1060",3
"1061",2
"1062",4
"1063",4
"1064",9
"1065",4
"1066",9
"1067",5
"1068",6
"1069",10
"1070",8
"1071",3
"1072",3
"1073",6
"1074",13
"1075",5
"1076",5
"1077",7
"1078",6
"1079",2
"1080",5
"1081",5
"1082",7
"1083",6
"1084",5
"1085",5
"1086",4
"1087",7
"1088",14
"1089",4
"1090",2
"1091",6
"1092",9
"1093",5
"1094",9
"1095",6
"1096",5
"1097",9
"1098",5
"1099",6
"1100",8
"1101",8
"1102",4
"1103",4
"1104",4
"1105",8
"1106",8
"1107",4
"1108",5
"1109",8
"1110",6
"1111",5
"1112",7
"1113",9
"1114",6
"1115",6
"1116",6
"1117",6
"1118",7
"1119",4
"1120",5
"1121",4
"1122",3
"1123",5
"1124",5
"1125",12
"1126",7
"1127",3
"1128",4
"1129",10
"1130",6
"1131",6
"1132",6
"1133",10
"1134",6
"1135",6
"1136",6
"1137",5
"1138",5
"1139",4
"1140",3
"1141",6
"1142",6
"1143",7
"1144",9
"1145",4
"1146",9
"1147",5
"1148",4
"1149",5
"1150",3
"1151",3
"1152",6
"1153",9
"1154",6
"1155",4
"1156",4
"1157",6
"1158",7
"1159",6
"1160",6
"1161",7
"1162",5
"1163",3
"1164",7
"1165",1
"1166",7
"1167",4
"1168",4
"1169",3
"1170",4
"1171",5
"1172",3
"1173",3
"1174",5
"1175",5
"1176",9
"1177",3
"1178",3
"1179",6
"1180",6
"1181",3
"1182",7
"1183",4
"1184",6
"1185",4
"1186",7
"1187",4
"1188",6
"1189",11
"1190",6
"1191",9
"1192",5
"1193",5
"1194",8
"1195",9
"1196",8
"1197",6
"1198",9
"1199",4
"1200",1
"1201",5
"1202",6
"1203",6
"1204",8
"1205",1
"1206",5
"1207",5
"1208",7
"1209",5
"1210",3
"1211",2
"1212",7
"1213",8
"1214",6
"1215",5
"1216",5
"1217",3
"1218",6
"1219",4
"1220",10
"1221",5
"1222",10
"1223",7
"1224",3
"1225",6
"1226",9
"1227",4
"1228",8
"1229",10
"1230",11
"1231",2
"1232",4
"1233",10
"1234",7
"1235",6
"1236",8
"1237",3
"1238",5
"1239",3
"1240",6
"1241",8
"1242",5
"1243",6
"1244",3
"1245",3
"1246",10
"1247",4
"1248",7
"1249",6
"1250",2
"1251",3
"1252",6
"1253",4
"1254",4
"1255",2
"1256",8
"1257",7
"1258",6
"1259",10
"1260",7
"1261",2
"1262",8
"1263",6
"1264",3
"1265",6
"1266",8
"1267",6
"1268",8
"1269",4
"1270",7
"1271",7
"1272",2
"1273",7
"1274",4
"1275",5
"1276",3
"1277",0
"1278",8
"1279",9
"1280",7
"1281",3
"1282",8
"1283",2
"1284",7
"1285",4
"1286",4
"1287",5
"1288",7
"1289",6
"1290",7
"1291",5
"1292",4
"1293",5
"1294",4
"1295",3
"1296",2
"1297",8
"1298",9
"1299",3
"1300",5
"1301",8
"1302",8
"1303",3
"1304",3
"1305",4
"1306",6
"1307",3
"1308",6
"1309",4
"1310",7
"1311",10
"1312",7
"1313",10
"1314",10
"1315",5
"1316",5
"1317",3
"1318",9
"1319",1
"1320",9
"1321",3
"1322",9
"1323",9
"1324",8
"1325",5
"1326",5
"1327",7
"1328",8
"1329",8
"1330",10
"1331",10
"1332",6
"1333",8
"1334",2
"1335",5
"1336",6
"1337",5
"1338",4
"1339",9
"1340",7
"1341",7
"1342",4
"1343",6
"1344",7
"1345",9
"1346",7
"1347",8
"1348",5
"1349",2
"1350",7
"1351",5
"1352",8
"1353",6
"1354",7
"1355",9
"1356",8
"1357",8
"1358",6
"1359",4
"1360",2
"1361",3
"1362",9
"1363",5
"1364",10
"1365",11
"1366",4
"1367",8
"1368",3
"1369",5
"1370",9
"1371",6
"1372",6
"1373",5
"1374",6
"1375",5
"1376",6
"1377",9
"1378",11
"1379",4
"1380",5
"1381",8
"1382",9
"1383",6
"1384",3
"1385",3
"1386",3
"1387",4
"1388",4
"1389",6
"1390",7
"1391",5
"1392",3
"1393",4
"1394",6
"1395",9
"1396",5
"1397",3
"1398",3
"1399",11
"1400",4
"1401",4
"1402",3
"1403",9
"1404",4
"1405",5
"1406",11
"1407",8
"1408",8
"1409",4
"1410",7
"1411",6
"1412",5
"1413",6
"1414",6
"1415",10
"1416",7
"1417",4
"1418",7
"1419",6
"1420",9
"1421",5
"1422",6
"1423",8
"1424",6
"1425",6
"1426",6
"1427",4
"1428",4
"1429",7
"1430",15
"1431",6
"1432",5
"1433",6
"1434",3
"1435",4
"1436",3
"1437",3
"1438",4
"1439",7
"1440",14
"1441",10
"1442",3
"1443",7
"1444",10
"1445",5
"1446",3
"1447",10
"1448",11
"1449",7
"1450",7
"1451",4
"1452",7
"1453",2
"1454",6
"1455",5
"1456",4
"1457",3
"1458",3
"1459",3
"1460",7
"1461",3
"1462",5
"1463",9
"1464",3
"1465",7
"1466",5
"1467",7
"1468",5
"1469",10
"1470",4
"1471",3
"1472",12
"1473",12
"1474",6
"1475",4
"1476",8
"1477",4
"1478",5
"1479",9
"1480",7
"1481",6
"1482",6
"1483",7
"1484",8
"1485",4
"1486",6
"1487",6
"1488",1
"1489",5
"1490",7
"1491",4
"1492",4
"1493",8
"1494",6
"1495",9
"1496",4
"1497",5
"1498",7
"1499",11
"1500",8
"1501",9
"1502",3
"1503",4
"1504",8
"1505",10
"1506",3
"1507",8
"1508",9
"1509",9
"1510",8
"1511",5
"1512",6
"1513",7
"1514",9
"1515",5
"1516",6
"1517",6
"1518",12
"1519",6
"1520",9
"1521",5
"1522",3
"1523",5
"1524",7
"1525",5
"1526",13
"1527",6
"1528",6
"1529",5
"1530",3
"1531",6
"1532",8
"1533",7
"1534",4
"1535",9
"1536",5
"1537",6
"1538",3
"1539",7
"1540",6
"1541",8
"1542",2
"1543",4
"1544",9
"1545",8
"1546",3
"1547",6
"1548",11
"1549",5
"1550",5
"1551",9
"1552",2
"1553",9
"1554",8
"1555",5
"1556",7
"1557",7
"1558",7
"1559",6
"1560",7
"1561",8
"1562",7
"1563",5
"1564",11
"1565",4
"1566",6
"1567",8
"1568",8
"1569",10
"1570",9
"1571",4
"1572",7
"1573",7
"1574",6
"1575",7
"1576",7
"1577",6
"1578",7
"1579",4
"1580",2
"1581",7
"1582",7
"1583",5
"1584",5
"1585",9
"1586",9
"1587",9
"1588",3
"1589",3
"1590",7
"1591",8
"1592",2
"1593",4
"1594",7
"1595",7
"1596",5
"1597",9
"1598",8
"1599",7
"1600",7
"1601",5
"1602",6
"1603",10
"1604",1
"1605",6
"1606",6
"1607",5
"1608",8
"1609",5
"1610",3
"1611",8
"1612",7
"1613",7
"1614",6
"1615",4
"1616",5
"1617",8
"1618",5
"1619",4
"1620",5
"1621",8
"1622",11
"1623",6
"1624",4
"1625",10
"1626",7
"1627",6
"1628",5
"1629",4
"1630",7
"1631",1
"1632",3
"1633",4
"1634",4
"1635",7
"1636",8
"1637",8
"1638",10
"1639",6
"1640",6
"1641",6
"1642",9
"1643",9
"1644",5
"1645",2
"1646",10
"1647",8
"1648",5
"1649",8
"1650",5
"1651",8
"1652",6
"1653",5
"1654",4
"1655",8
"1656",3
"1657",8
"1658",2
"1659",6
"1660",11
"1661",1
"1662",10
"1663",3
"1664",5
"1665",7
"1666",4
"1667",6
"1668",11
"1669",5
"1670",6
"1671",8
"1672",6
"1673",9
"1674",5
"1675",11
"1676",6
"1677",2
"1678",7
"1679",9
"1680",5
"1681",8
"1682",5
"1683",8
"1684",6
"1685",3
"1686",7
"1687",5
"1688",9
"1689",6
"1690",6
"1691",8
"1692",9
"1693",8
"1694",3
"1695",10
"1696",7
"1697",5
"1698",2
"1699",4
"1700",3
"1701",7
"1702",4
"1703",2
"1704",5
"1705",8
"1706",6
"1707",8
"1708",8
"1709",3
"1710",6
"1711",5
"1712",4
"1713",6
"1714",6
"1715",4
"1716",3
"1717",4
"1718",6
"1719",6
"1720",9
"1721",7
"1722",5
"1723",6
"1724",3
"1725",6
"1726",7
"1727",8
"1728",6
"1729",8
"1730",9
"1731",6
"1732",5
"1733",2
"1734",7
"1735",4
"1736",3
"1737",6
"1738",4
"1739",1
"1740",11
"1741",6
"1742",3
"1743",7
"1744",5
"1745",5
"1746",2
"1747",4
"1748",10
"1749",7
"1750",9
"1751",5
"1752",1
"1753",5
"1754",4
"1755",2
"1756",3
"1757",8
"1758",4
"1759",11
"1760",8
"1761",6
"1762",3
"1763",5
"1764",6
"1765",4
"1766",6
"1767",5
"1768",6
"1769",6
"1770",0
"1771",8
"1772",6
"1773",5
"1774",3
"1775",4
"1776",13
"1777",5
"1778",3
"1779",8
"1780",5
"1781",5
"1782",7
"1783",3
"1784",6
"1785",7
"1786",2
"1787",8
"1788",9
"1789",5
"1790",5
"1791",8
"1792",2
"1793",8
"1794",12
"1795",3
"1796",6
"1797",5
"1798",5
"1799",5
"1800",5
"1801",3
"1802",7
"1803",0
"1804",4
"1805",5
"1806",9
"1807",5
"1808",9
"1809",3
"1810",4
"1811",9
"1812",4
"1813",8
"1814",3
"1815",5
"1816",6
"1817",5
"1818",3
"1819",2
"1820",6
"1821",4
"1822",11
"1823",8
"1824",7
"1825",7
"1826",7
"1827",4
"1828",4
"1829",7
"1830",6
"1831",10
"1832",8
"1833",10
"1834",7
"1835",4
"1836",10
"1837",4
"1838",4
"1839",8
"1840",4
"1841",3
"1842",8
"1843",3
"1844",5
"1845",6
"1846",10
"1847",7
"1848",2
"1849",10
"1850",2
"1851",5
"1852",6
"1853",6
"1854",13
"1855",8
"1856",2
"1857",3
"1858",7
"1859",9
"1860",4
"1861",6
"1862",5
"1863",5
"1864",5
"1865",4
"1866",7
"1867",5
"1868",8
"1869",7
"1870",9
"1871",4
"1872",11
"1873",7
"1874",7
"1875",6
"1876",4
"1877",5
"1878",8
"1879",9
"1880",11
"1881",5
"1882",4
"1883",3
"1884",6
"1885",8
"1886",7
"1887",12
"1888",7
"1889",5
"1890",6
"1891",6
"1892",4
"1893",2
"1894",8
"1895",6
"1896",3
"1897",8
"1898",5
"1899",6
"1900",5
"1901",5
"1902",6
"1903",4
"1904",3
"1905",6
"1906",5
"1907",4
"1908",6
"1909",7
"1910",5
"1911",4
"1912",8
"1913",5
"1914",7
"1915",9
"1916",9
"1917",6
"1918",7
"1919",4
"1920",2
"1921",4
"1922",8
"1923",8
"1924",5
"1925",2
"1926",3
"1927",7
"1928",8
"1929",6
"1930",6
"1931",9
"1932",9
"1933",3
"1934",7
"1935",4
"1936",9
"1937",7
"1938",9
"1939",8
"1940",6
"1941",2
"1942",10
"1943",6
"1944",10
"1945",5
"1946",6
"1947",5
"1948",4
"1949",9
"1950",7
"1951",6
"1952",6
"1953",7
"1954",3
"1955",6
"1956",10
"1957",6
"1958",7
"1959",3
"1960",3
"1961",2
"1962",3
"1963",5
"1964",2
"1965",5
"1966",5
"1967",7
"1968",3
"1969",8
"1970",5
"1971",5
"1972",12
"1973",3
"1974",8
"1975",4
"1976",4
"1977",5
"1978",3
"1979",3
"1980",5
"1981",4
"1982",4
"1983",9
"1984",2
"1985",6
"1986",5
"1987",7
"1988",4
"1989",5
"1990",8
"1991",4
"1992",4
"1993",6
"1994",5
"1995",5
"1996",6
"1997",6
"1998",7
"1999",9
"2000",5
"2001",8
"2002",4
"2003",4
"2004",1
"2005",4
"2006",1
"2007",4
"2008",4
"2009",2
"2010",5
"2011",9
"2012",6
"2013",7
"2014",4
"2015",5
"2016",6
"2017",3
"2018",7
"2019",6
"2020",7
"2021",4
"2022",4
"2023",6
"2024",4
"2025",6
"2026",9
"2027",2
"2028",11
"2029",5
"2030",10
"2031",4
"2032",5
"2033",4
"2034",4
"2035",4
"2036",7
"2037",3
"2038",14
"2039",5
"2040",6
"2041",6
"2042",8
"2043",6
"2044",4
"2045",3
"2046",9
"2047",5
"2048",15
"2049",8
"2050",5
"2051",5
"2052",4
"2053",10
"2054",4
"2055",5
"2056",8
"2057",8
"2058",6
"2059",6
"2060",6
"2061",2
"2062",7
"2063",6
"2064",1
"2065",5
"2066",7
"2067",5
"2068",1
"2069",3
"2070",7
"2071",10
"2072",5
"2073",4
"2074",5
"2075",6
"2076",6
"2077",4
"2078",3
"2079",4
"2080",9
"2081",2
"2082",9
"2083",2
"2084",10
"2085",2
"2086",2
"2087",8
"2088",6
"2089",3
"2090",5
"2091",4
"2092",2
"2093",10
"2094",6
"2095",3
"2096",6
"2097",3
"2098",5
"2099",4
"2100",5
"2101",10
"2102",12
"2103",4
"2104",7
"2105",6
"2106",10
"2107",4
"2108",7
"2109",9
"2110",6
"2111",6
"2112",7
"2113",10
"2114",4
"2115",8
"2116",6
"2117",4
"2118",2
"2119",8
"2120",12
"2121",6
"2122",11
"2123",12
"2124",6
"2125",8
"2126",3
"2127",9
"2128",5
"2129",4
"2130",8
"2131",10
"2132",9
"2133",11
"2134",5
"2135",12
"2136",3
"2137",5
"2138",3
"2139",3
"2140",1
"2141",4
"2142",7
"2143",2
"2144",6
"2145",5
"2146",8
"2147",6
"2148",3
"2149",1
"2150",6
"2151",1
"2152",1
"2153",2
"2154",6
"2155",10
"2156",5
"2157",7
"2158",6
"2159",5
"2160",5
"2161",4
"2162",3
"2163",5
"2164",5
"2165",6
"2166",5
"2167",6
"2168",7
"2169",3
"2170",9
"2171",5
"2172",6
"2173",3
"2174",7
"2175",9
"2176",12
"2177",6
"2178",11
"2179",6
"2180",6
"2181",5
"2182",4
"2183",5
"2184",7
"2185",10
"2186",3
"2187",6
"2188",7
"2189",5
"2190",8
"2191",9
"2192",1
"2193",5
"2194",4
"2195",3
"2196",2
"2197",4
"2198",7
"2199",8
"2200",6
"2201",7
"2202",3
"2203",6
"2204",6
"2205",3
"2206",6
"2207",7
"2208",5
"2209",7
"2210",6
"2211",3
"2212",7
"2213",3
"2214",9
"2215",6
"2216",9
"2217",4
"2218",6
"2219",6
"2220",9
"2221",7
"2222",5
"2223",3
"2224",3
"2225",8
"2226",6
"2227",5
"2228",9
"2229",4
"2230",11
"2231",7
"2232",6
"2233",4
"2234",6
"2235",4
"2236",10
"2237",6
"2238",4
"2239",4
"2240",7
"2241",4
"2242",5
"2243",3
"2244",5
"2245",7
"2246",5
"2247",3
"2248",5
"2249",5
"2250",5
"2251",6
"2252",8
"2253",4
"2254",5
"2255",7
"2256",5
"2257",6
"2258",7
"2259",3
"2260",3
"2261",6
"2262",7
"2263",7
"2264",6
"2265",5
"2266",5
"2267",7
"2268",9
"2269",10
"2270",8
"2271",8
"2272",8
"2273",5
"2274",10
"2275",5
"2276",2
"2277",4
"2278",5
"2279",6
"2280",8
"2281",3
"2282",7
"2283",3
"2284",7
"2285",8
"2286",7
"2287",10
"2288",6
"2289",8
"2290",8
"2291",3
"2292",7
"2293",6
"2294",7
"2295",3
"2296",6
"2297",4
"2298",3
"2299",6
"2300",6
"2301",7
"2302",4
"2303",3
"2304",9
"2305",8
"2306",6
"2307",4
"2308",9
"2309",6
"2310",4
"2311",16
"2312",7
"2313",8
"2314",9
"2315",10
"2316",7
"2317",6
"2318",5
"2319",1
"2320",10
"2321",5
"2322",4
"2323",7
"2324",7
"2325",6
"2326",5
"2327",8
"2328",10
"2329",5
"2330",5
"2331",3
"2332",7
"2333",8
"2334",8
"2335",5
"2336",6
"2337",7
"2338",9
"2339",8
"2340",7
"2341",4
"2342",10
"2343",9
"2344",7
"2345",6
"2346",4
"2347",4
"2348",6
"2349",5
"2350",3
"2351",6
"2352",11
"2353",1
"2354",9
"2355",5
"2356",5
"2357",6
"2358",3
"2359",9
"2360",10
"2361",3
"2362",6
"2363",3
"2364",7
"2365",6
"2366",6
"2367",2
"2368",6
"2369",7
"2370",3
"2371",5
"2372",5
"2373",10
"2374",8
"2375",2
"2376",6
"2377",6
"2378",9
"2379",4
"2380",5
"2381",7
"2382",5
"2383",10
"2384",7
"2385",6
"2386",2
"2387",7
"2388",7
"2389",1
"2390",11
"2391",4
"2392",6
"2393",4
"2394",10
"2395",8
"2396",5
"2397",3
"2398",4
"2399",2
"2400",7
"2401",8
"2402",7
"2403",3
"2404",7
"2405",7
"2406",7
"2407",7
"2408",11
"2409",2
"2410",7
"2411",7
"2412",3
"2413",10
"2414",3
"2415",8
"2416",4
"2417",5
"2418",6
"2419",7
"2420",5
"2421",5
"2422",5
"2423",2
"2424",6
"2425",6
"2426",6
"2427",5
"2428",5
"2429",8
"2430",5
"2431",2
"2432",6
"2433",5
"2434",0
"2435",6
"2436",6
"2437",4
"2438",9
"2439",7
"2440",5
"2441",4
"2442",6
"2443",6
"2444",4
"2445",5
"2446",7
"2447",2
"2448",3
"2449",4
"2450",8
"2451",7
"2452",5
"2453",9
"2454",6
"2455",3
"2456",10
"2457",5
"2458",2
"2459",4
"2460",6
"2461",5
"2462",8
"2463",4
"2464",10
"2465",4
"2466",5
"2467",7
"2468",7
"2469",3
"2470",8
"2471",5
"2472",7
"2473",7
"2474",6
"2475",7
"2476",4
"2477",4
"2478",7
"2479",4
"2480",8
"2481",9
"2482",6
"2483",11
"2484",8
"2485",4
"2486",5
"2487",5
"2488",2
"2489",9
"2490",5
"2491",8
"2492",8
"2493",6
"2494",3
"2495",5
"2496",7
"2497",4
"2498",9
